id_ebi;Run_accession
ERS389379;ERR400421
ERS389380;ERR400422
ERS389381;ERR400423
ERS389382;ERR400424
ERS389383;ERR400425
SAMN03647583;SRR2100410
ERS389384;ERR400426
ERS389385;ERR400427
SAMN03647584;SRR2100411
ERS389387;ERR400429
ERS389388;ERR400430
ERS389389;ERR400431
ERS389390;ERR400432
ERS389391;ERR400433
ERS389392;ERR400434
ERS389393;ERR400435
SAMN03647585;SRR2100412
ERS389394;ERR400436
SAMN03647586;SRR2100413
ERS389395;ERR400437
SAMN03647587;SRR2100414
ERS389397;ERR400439
ERS389398;ERR400440
ERS389399;ERR400441
ERS389400;ERR400442
ERS389401;ERR400443
ERS389402;ERR400444
SAMN03647588;SRR2100415
SAMN03647589;SRR2100416
ERS389403;ERR400445
SAMN03647590;SRR2100417
ERS389404;ERR400446
ERS389405;ERR400447
ERS389406;ERR400448
ERS389407;ERR400449
SAMN03647591;SRR2100418
ERS389408;ERR400450
SAMN03647592;SRR2100419
SAMN03647593;SRR2100420
SAMN03647594;SRR2100421
SAMN03647595;SRR2100422
SAMN03647596;SRR2100423
ERS389409;ERR400451
ERS389410;ERR400452
ERS389411;ERR400453
ERS389412;ERR400454
SAMN03647597;SRR2100424
SAMN03647598;SRR2100425
ERS389413;ERR400455
SAMN03647599;SRR2100426
ERS389415;ERR400457
ERS389416;ERR400458
ERS389417;ERR400459
ERS389418;ERR400460
ERS389419;ERR400461
ERS389420;ERR400462
SAMN03647600;SRR2100427
ERS389421;ERR400463
SAMN03647601;SRR2100428
ERS389422;ERR400464
ERS389423;ERR400465
ERS389424;ERR400466
ERS389425;ERR400467
SAMN03647602;SRR2100429
SAMN03647603;SRR2100430
ERS389426;ERR400468
SAMN03647604;SRR2100431
ERS389427;ERR400469
ERS389428;ERR400470
SAMN03647605;SRR2100432
ERS389429;ERR400471
ERS389430;ERR400472
ERS389431;ERR400473
ERS389432;ERR400474
ERS389433;ERR400475
ERS389434;ERR400476
SAMN03647606;SRR2100433
ERS389435;ERR400477
ERS389436;ERR400478
SAMN03647607;SRR2100434
ERS389437;ERR400479
ERS389438;ERR400480
SAMN03647608;SRR2100435
SAMN03647609;SRR2100436
ERS389439;ERR400481
SAMN03647610;SRR2100437
SAMN03647611;SRR2100438
SAMN03647612;SRR2100439
ERS389441;ERR400483
SAMN03647613;SRR2100440
SAMN03647614;SRR2100441
SAMN03647615;SRR2100442
ERS389445;ERR400487
ERS389447;ERR400489
ERS389448;ERR400490
SAMN03647616;SRR2100443
SAMN03647617;SRR2100444
ERS389449;ERR400491
SAMN03647618;SRR2100445
SAMN03647619;SRR2100446
ERS389450;ERR400492
SAMN03647620;SRR2100447
ERS389451;ERR400493
ERS389452;ERR400494
SAMN03647621;SRR2100448
SAMN03647622;SRR2100449
ERS389455;ERR400497
ERS389456;ERR400498
SAMN03647623;SRR2100450
ERS389458;ERR400500
ERS389462;ERR400504
ERS389463;ERR400505
SAMN03647624;SRR2100451
ERS389464;ERR400506
ERS389465;ERR400507
ERS389467;ERR400509
ERS389468;ERR400510
SAMN03647625;SRR2100452
SAMN03647626;SRR2100453
ERS389469;ERR400511
ERS389470;ERR400512
SAMN03647627;SRR2100454
ERS389471;ERR400513
SAMN03647628;SRR2100455
ERS389472;ERR400514
ERS389473;ERR400515
ERS389474;ERR400516
SAMN03647629;SRR2100456
ERS389475;ERR400517
ERS389476;ERR400518
ERS389477;ERR400519
ERS389478;ERR400520
ERS389479;ERR400521
ERS389480;ERR400522
ERS389481;ERR400523
ERS389482;ERR400524
ERS389483;ERR400525
SAMN03647630;SRR2100457
ERS389484;ERR400526
ERS389485;ERR400527
ERS389486;ERR400528
ERS389487;ERR400529
SAMN03647631;SRR2100458
ERS389488;ERR400530
ERS389489;ERR400531
ERS389490;ERR400532
SAMN03647632;SRR2100459
ERS389491;ERR400533
ERS389492;ERR400534
ERS389493;ERR400535
SAMN03647633;SRR2100460
SAMN03647634;SRR2100461
ERS389494;ERR400536
ERS389495;ERR400537
SAMN03647635;SRR2100462
SAMN03647636;SRR2100463
SAMN03647637;SRR2100464
ERS389498;ERR400540
ERS389499;ERR400541
ERS389500;ERR400542
ERS389501;ERR400543
SAMN03647638;SRR2100465
ERS389503;ERR400545
ERS389504;ERR400546
ERS389505;ERR400547
ERS389507;ERR400549
ERS389508;ERR400550
ERS389509;ERR400551
ERS389510;ERR400552
ERS389511;ERR400553
ERS389512;ERR400554
ERS389513;ERR400555
SAMN03647639;SRR2100466
ERS389514;ERR400556
ERS389515;ERR400557
ERS389516;ERR400558
SAMN03647640;SRR2100467
SAMN03647641;SRR2100468
SAMN03647642;SRR2100469
SAMN03647643;SRR2100470
SAMN03647644;SRR2100471
SAMN03647645;SRR2100472
SAMN03647646;SRR2100473
SAMN03647647;SRR2100474
SAMN03647648;SRR2100475
SAMN03647649;SRR2100476
SAMN03647650;SRR2100477
SAMN03647651;SRR2100478
SAMN03647652;SRR2100479
SAMN03647653;SRR2100480
SAMN03647654;SRR2100481
SAMN03647655;SRR2100482
SAMN03647656;SRR2100483
SAMN03647657;SRR2100484
SAMN03647658;SRR2100485
SAMN03647659;SRR2100486
SAMN03647660;SRR2100487
SAMN03647661;SRR2100488
SAMN03647662;SRR2100489
SAMN03647663;SRR2100490
SAMN03647664;SRR2100491
SAMN03647665;SRR2100492
SAMN03647666;SRR2100493
SAMN03647667;SRR2100494
SAMN03647668;SRR2100495
SAMN03647669;SRR2100496
SAMN03647670;SRR2100497
SAMN03647671;SRR2100498
SAMN03647672;SRR2100499
SAMN03647673;SRR2100500
SAMN03647674;SRR2100501
SAMN03647675;SRR2100502
SAMN03647676;SRR2100503
SAMN03647677;SRR2100504
SAMN03647678;SRR2100505
SAMN03647679;SRR2100506
SAMN03647680;SRR2100507
SAMN03647681;SRR2100508
SAMN03647683;SRR2100510
SAMN03647684;SRR2100511
SAMN03647685;SRR2100512
SAMN03647686;SRR2100513
SAMN03647687;SRR2100514
SAMN03647688;SRR2100515
SAMN03647689;SRR2100516
SAMN03647690;SRR2100517
SAMN03647691;SRR2100518
SAMN03647692;SRR2100519
SAMN03647693;SRR2100520
SAMN03647694;SRR2100521
SAMN03647695;SRR2100522
SAMN03647696;SRR2100523
SAMN03647697;SRR2100524
SAMN03647698;SRR2100525
SAMN03647699;SRR2100526
SAMN03647700;SRR2100527
SAMN03647701;SRR2100528
SAMN03647702;SRR2100529
SAMN03647703;SRR2100530
SAMN03647704;SRR2100531
SAMN03647705;SRR2100532
SAMN03647706;SRR2100533
SAMN03647707;SRR2100534
SAMN03647708;SRR2100535
SAMN03647709;SRR2100536
SAMN03647710;SRR2100537
SAMN03647711;SRR2100538
SAMN03647712;SRR2100539
SAMN03647713;SRR2100540
SAMN03647714;SRR2100541
SAMN03647715;SRR2100542
SAMN03647716;SRR2100543
SAMN03647717;SRR2100544
SAMN03647718;SRR2100545
SAMN03647719;SRR2100546
SAMN03647720;SRR2100547
SAMN03647721;SRR2100548
SAMN03647722;SRR2100549
SAMN03647723;SRR2100550
SAMN03647724;SRR2100551
SAMN03647725;SRR2100552
SAMN03647726;SRR2100553
SAMN03647727;SRR2100554
SAMN03647728;SRR2100555
SAMN03647729;SRR2100556
SAMN03647730;SRR2100557
SAMN03647731;SRR2100558
SAMN03647732;SRR2100559
SAMN03647733;SRR2100560
SAMN03647734;SRR2100561
SAMN03647735;SRR2100562
SAMN03647736;SRR2100563
SAMN03647737;SRR2100564
SAMN03647738;SRR2100565
SAMN03647739;SRR2100566
SAMN03647740;SRR2100567
SAMN03647741;SRR2100568
SAMN03647742;SRR2100569
SAMN03647743;SRR2100570
SAMN03647744;SRR2100571
SAMN03647745;SRR2100572
SAMN03647746;SRR2100573
SAMN03647747;SRR2100574
SAMN03647748;SRR2100575
SAMN03647749;SRR2100576
SAMN03647750;SRR2100577
SAMN03647751;SRR2100578
SAMN03647752;SRR2100579
SAMN03647753;SRR2100580
SAMN03647754;SRR2100581
SAMN03647755;SRR2100582
SAMN03647756;SRR2100583
SAMN03647757;SRR2100584
SAMN03647758;SRR2100585
SAMN03647759;SRR2100586
SAMN03647760;SRR2100587
SAMN03647761;SRR2100588
SAMN03647762;SRR2100589
SAMN03647763;SRR2100590
SAMN03647764;SRR2100591
SAMN03647765;SRR2100592
SAMN03647766;SRR2100593
SAMN03647767;SRR2100594
SAMN03647768;SRR2100595
SAMN03647769;SRR2100596
SAMN03647770;SRR2100597
SAMN03647771;SRR2100598
SAMN03647772;SRR2100599
SAMN03647773;SRR2100600
SAMN03647774;SRR2100601
SAMN03647775;SRR2100602
SAMN03647776;SRR2100603
SAMN03647777;SRR2100604
SAMN03647778;SRR2100605
SAMN03647779;SRR2100606
SAMN03647780;SRR2100607
SAMN03647781;SRR2100608
SAMN03647782;SRR2100609
SAMN03647783;SRR2100610
SAMN03647784;SRR2100611
SAMN03647785;SRR2100612
SAMN03647786;SRR2100613
SAMN03647787;SRR2100614
SAMN03647788;SRR2100615
SAMN03647789;SRR2100616
SAMN03647790;SRR2100617
SAMN03647791;SRR2100618
SAMN03647792;SRR2100619
SAMN03647793;SRR2100620
SAMN03647794;SRR2100621
SAMN03647795;SRR2100622
SAMN03647796;SRR2100623
SAMN03647797;SRR2100624
SAMN03647798;SRR2100625
SAMN03647799;SRR2100626
SAMN03647800;SRR2100627
SAMN03647801;SRR2100628
SAMN03647802;SRR2100629
SAMN03647803;SRR2100630
SAMN03647804;SRR2100631
SAMN03647805;SRR2100632
SAMN03647806;SRR2100633
SAMN03647807;SRR2100634
SAMN03647808;SRR2100635
SAMN03647809;SRR2100636
SAMN03647810;SRR2100637
SAMN03647811;SRR2100638
SAMN03647812;SRR2100639
SAMN03647813;SRR2100640
SAMN03647814;SRR2100641
SAMN03647815;SRR2100642
SAMN03647816;SRR2100643
SAMN03647817;SRR2100644
SAMN03647818;SRR2100645
SAMN03647819;SRR2100646
SAMN03647820;SRR2100647
SAMN03647821;SRR2100648
SAMN03647822;SRR2100649
SAMN03647823;SRR2100650
SAMN03647824;SRR2100651
SAMN03647825;SRR2100652
SAMN03647826;SRR2100653
SAMN03647827;SRR2100654
SAMN03647828;SRR2100655
SAMN03647829;SRR2100656
SAMN03647830;SRR2100657
SAMN03647831;SRR2100658
SAMN03647832;SRR2100659
SAMN03647833;SRR2100660
SAMN03647834;SRR2100661
SAMN03647835;SRR2100662
SAMN03647836;SRR2100663
SAMN03647837;SRR2100664
SAMN03647838;SRR2100665
SAMN03647839;SRR2100666
SAMN03647840;SRR2100667
SAMN03647841;SRR2100668
SAMN03647842;SRR2100669
SAMN03647843;SRR2100670
SAMN03647844;SRR2100671
SAMN03647845;SRR2100672
SAMN03647846;SRR2100673
SAMN03647847;SRR2100674
SAMN03647848;SRR2100675
SAMN03647849;SRR2100676
SAMN03647850;SRR2100677
SAMN03647851;SRR2100678
SAMN03647852;SRR2100679
SAMN03647853;SRR2100680
SAMN03647854;SRR2100681
SAMN03647855;SRR2100682
SAMN03647856;SRR2100683
SAMN03647857;SRR2100684
SAMN03647858;SRR2100685
SAMN03647859;SRR2100686
SAMN03647860;SRR2100687
SAMN03647861;SRR2100688
SAMN03647862;SRR2100689
SAMN03647863;SRR2100690
SAMN03647864;SRR2100691
SAMN03647865;SRR2100692
SAMN03647866;SRR2100693
SAMN03647867;SRR2100694
SAMN03647868;SRR2100695
SAMN03647869;SRR2100696
SAMN03647870;SRR2100697
SAMN03647871;SRR2100698
SAMN03647872;SRR2100699
SAMN03647873;SRR2100700
SAMN03647874;SRR2100701
SAMN03647875;SRR2100702
SAMN03647876;SRR2100703
SAMN03647877;SRR2100704
SAMN03647878;SRR2100705
SAMN03647879;SRR2100706
SAMN03647880;SRR2100707
SAMN03647881;SRR2100708
SAMN03647882;SRR2100709
SAMN03647883;SRR2100710
SAMN03647884;SRR2100711
SAMN03647885;SRR2100712
SAMN03647886;SRR2100713
SAMN03647887;SRR2100714
SAMN03647888;SRR2100715
SAMN03647889;SRR2100716
SAMN03647890;SRR2100717
SAMN03647891;SRR2100718
SAMN03647892;SRR2100719
SAMN03647893;SRR2100720
SAMN03647894;SRR2100721
SAMN03647895;SRR2100722
SAMN03647896;SRR2100723
SAMN03647897;SRR2100724
SAMN03647898;SRR2100725
SAMN03647899;SRR2100726
SAMN03647900;SRR2100727
SAMN03647901;SRR2100728
SAMN03647902;SRR2100729
SAMN03647903;SRR2100730
SAMN03647904;SRR2100731
SAMN03647905;SRR2100732
SAMN03647906;SRR2100733
SAMN03647907;SRR2100734
SAMN03647908;SRR2100735
SAMN03647909;SRR2100736
SAMN03647910;SRR2100737
SAMN03647911;SRR2100738
SAMN03647912;SRR2100739
SAMN03647913;SRR2100740
SAMN03647914;SRR2100741
SAMN03647915;SRR2100742
SAMN03647916;SRR2100743
SAMN03647917;SRR2100744
SAMN03647918;SRR2100745
SAMN03647919;SRR2100746
SAMN03647920;SRR2100747
SAMN03647921;SRR2100748
SAMN03647922;SRR2100749
SAMN03647923;SRR2100750
SAMN03647924;SRR2100751
SAMN03647925;SRR2100752
SAMN03647926;SRR2100753
SAMN03647927;SRR2100754
SAMN03647928;SRR2100755
SAMN03647929;SRR2100756
SAMN03647930;SRR2100757
SAMN03647931;SRR2100758
SAMN03647932;SRR2100759
SAMN03647933;SRR2100760
SAMN03647934;SRR2100761
SAMN03647935;SRR2100762
SAMN03647936;SRR2100763
SAMN03647937;SRR2100764
SAMN03647938;SRR2100765
SAMN03647939;SRR2100766
SAMN03647940;SRR2100767
SAMN03647941;SRR2100768
SAMN03647942;SRR2100769
SAMN03647943;SRR2100770
SAMN03647944;SRR2100771
SAMN03647945;SRR2100772
SAMN03647946;SRR2100773
SAMN03647947;SRR2100774
SAMN03647948;SRR2100775
SAMN03647949;SRR2100776
SAMN03647950;SRR2100777
SAMN03647951;SRR2100778
SAMN03647952;SRR2100779
SAMN03647953;SRR2100780
SAMN03647954;SRR2100781
SAMN03647955;SRR2100782
SAMN03647956;SRR2100783
SAMN03647957;SRR2100784
SAMN03647958;SRR2100785
SAMN03647959;SRR2100786
SAMN03647960;SRR2100787
SAMN03647961;SRR2100788
SAMN03647962;SRR2100789
SAMN03647963;SRR2100790
SAMN03647964;SRR2100791
SAMN03647965;SRR2100792
SAMN03647966;SRR2100793
SAMN03647967;SRR2100794
SAMN03647968;SRR2100795
SAMN03647969;SRR2100796
SAMN03647970;SRR2100797
SAMN03647971;SRR2100798
SAMN03647972;SRR2100799
SAMN03647973;SRR2100800
SAMN03647974;SRR2100801
SAMN03647975;SRR2100802
SAMN03647976;SRR2100803
SAMN03647977;SRR2100804
SAMN03647978;SRR2100805
SAMN03647979;SRR2100806
SAMN03647980;SRR2100807
SAMN03647981;SRR2100808
SAMN03647982;SRR2100809
SAMN03647983;SRR2100810
SAMN03647984;SRR2100811
SAMN03647985;SRR2100812
SAMN03647986;SRR2100813
SAMN03647987;SRR2100814
SAMN03647988;SRR2100815
SAMN03647989;SRR2100816
SAMN03647990;SRR2100817
SAMN03647991;SRR2100818
SAMN03647992;SRR2100819
SAMN03647993;SRR2100820
SAMN03647994;SRR2100821
SAMN03647995;SRR2100822
SAMN03647996;SRR2100823
SAMN03647997;SRR2100824
SAMN03647998;SRR2100825
SAMN03647999;SRR2100826
SAMN03648000;SRR2100827
SAMN03648001;SRR2100828
SAMN03648002;SRR2100829
SAMN03648002;SRR2467271
SAMN03648003;SRR2100830
SAMN03648004;SRR2100831
SAMN03648005;SRR2100832
SAMN03648006;SRR2100833
SAMN03648007;SRR2100834
SAMN03648008;SRR2100835
SAMN03648009;SRR2100836
SAMN03648010;SRR2100837
SAMN03648011;SRR2100838
SAMN03648012;SRR2100839
SAMN03648013;SRR2100840
SAMN03648014;SRR2100841
SAMN03648015;SRR2100842
SAMN03648016;SRR2100843
SAMN03648017;SRR2100844
SAMN03648018;SRR2100845
SAMN03648019;SRR2100846
SAMN03648020;SRR2100847
SAMN03648021;SRR2100848
SAMN03648022;SRR2100849
SAMN03648023;SRR2100850
SAMN03648024;SRR2100851
SAMN03648025;SRR2100852
SAMN03648026;SRR2100853
SAMN03648027;SRR2100854
SAMN03648028;SRR2100855
SAMN03648029;SRR2100856
SAMN03648030;SRR2100857
SAMN03648031;SRR2100858
SAMN03648032;SRR2100859
SAMN03648033;SRR2100860
SAMN03648034;SRR2100861
SAMN03648035;SRR2100862
SAMN03648036;SRR2100863
SAMN03648037;SRR2100864
SAMN03648038;SRR2100865
SAMN03648039;SRR2100866
SAMN03648040;SRR2100867
SAMN03648041;SRR2100868
SAMN03648042;SRR2100869
SAMN03648043;SRR2100870
SAMN03648044;SRR2100871
SAMN03648045;SRR2100872
SAMN03648046;SRR2100873
SAMN03648047;SRR2100874
SAMN03648048;SRR2100875
SAMN03648049;SRR2100876
SAMN03648050;SRR2100877
SAMN03648051;SRR2100878
SAMN03648052;SRR2100879
SAMN03648053;SRR2100880
SAMN03648054;SRR2100881
SAMN03648055;SRR2100882
SAMN03648056;SRR2100883
SAMN03648057;SRR2100884
SAMN03648058;SRR2100885
SAMN03648059;SRR2100886
SAMN03648060;SRR2100887
SAMN03648061;SRR2100888
SAMN03648062;SRR2100889
SAMN03648063;SRR2100890
SAMN03648064;SRR2100891
SAMN03648065;SRR2100892
SAMN03648066;SRR2100893
SAMN03648067;SRR2100894
SAMN03648068;SRR2100895
SAMN03648069;SRR2100896
SAMN03648070;SRR2100897
SAMN03648071;SRR2100898
SAMN03648072;SRR2100899
SAMN03648073;SRR2100900
SAMN03648074;SRR2100901
SAMN03648075;SRR2100902
SAMN03648076;SRR2100903
SAMN03648077;SRR2100904
SAMN03648078;SRR2100905
SAMN03648079;SRR2100906
SAMN03648080;SRR2100907
SAMN03648080;SRR2467268
SAMN03648081;SRR2100908
SAMN03648082;SRR2100909
SAMN03648083;SRR2100910
SAMN03648084;SRR2100911
SAMN03648085;SRR2100912
SAMN03648086;SRR2100913
SAMN03648087;SRR2100914
SAMN03648088;SRR2100915
SAMN03648089;SRR2100916
SAMN03648090;SRR2100917
SAMN03648091;SRR2100918
SAMN03648092;SRR2100919
SAMN03648093;SRR2100920
SAMN03648094;SRR2100921
SAMN03648095;SRR2100922
SAMN03648095;SRR2467269
SAMN03648170;SRR2100923
SAMN03648171;SRR2100924
SAMN03648172;SRR2100925
SAMN03648173;SRR2100926
SAMN03648174;SRR2100927
SAMN03648175;SRR2100928
SAMN03648176;SRR2100929
SAMN03648177;SRR2100930
SAMN03648178;SRR2100931
SAMN03648179;SRR2100932
SAMN03648180;SRR2100933
SAMN03648181;SRR2100934
SAMN03648182;SRR2100935
SAMN03648183;SRR2100936
SAMN03648184;SRR2100937
SAMN03648185;SRR2100938
SAMN03648186;SRR2100939
SAMN03648187;SRR2100940
SAMN03648188;SRR2100941
SAMN03648189;SRR2100942
SAMN03648190;SRR2100943
SAMN03648191;SRR2100944
SAMN03648192;SRR2100945
SAMN03648193;SRR2100946
SAMN03648194;SRR2100947
SAMN03648195;SRR2100948
SAMN03648196;SRR2100949
SAMN03648197;SRR2100950
SAMN03648198;SRR2100951
SAMN03648199;SRR2100952
SAMN03648200;SRR2100953
SAMN03648201;SRR2100954
SAMN03648202;SRR2100955
SAMN03648203;SRR2100956
SAMN03648204;SRR2100957
SAMN03648205;SRR2100958
SAMN03648206;SRR2100959
SAMN03648207;SRR2100960
SAMN03648208;SRR2100961
SAMN03648209;SRR2100962
SAMN03648210;SRR2100963
SAMN03648211;SRR2100964
SAMN03648212;SRR2100965
SAMN03648213;SRR2100966
SAMN03648214;SRR2100967
SAMN03648215;SRR2100968
SAMN03648216;SRR2100969
SAMN03648217;SRR2100970
SAMN03648218;SRR2100971
SAMN03648219;SRR2100972
SAMN03648220;SRR2100973
SAMN03648221;SRR2100974
SAMN03648222;SRR2100975
SAMN03648223;SRR2100976
SAMN03648224;SRR2100977
SAMN03648225;SRR2100978
SAMN03648226;SRR2100979
SAMN03648227;SRR2100980
SAMN03648228;SRR2100981
SAMN03648229;SRR2100982
SAMN03648230;SRR2100983
SAMN03648231;SRR2100984
SAMN03648232;SRR2100985
SAMN03648233;SRR2100986
SAMN03648234;SRR2100987
SAMN03648235;SRR2100988
SAMN03648236;SRR2100989
SAMN03648237;SRR2100990
SAMN03648238;SRR2100991
SAMN03648239;SRR2100992
SAMN03648240;SRR2100993
SAMN03648241;SRR2100994
SAMN03648242;SRR2100995
SAMN03648243;SRR2100996
SAMN03648244;SRR2100997
SAMN03648245;SRR2100998
SAMN03648246;SRR2100999
SAMN03648247;SRR2101000
SAMN03648248;SRR2101001
SAMN03648249;SRR2101002
SAMN03648250;SRR2101003
SAMN03648251;SRR2101004
SAMN03648252;SRR2101005
SAMN03648253;SRR2101006
SAMN03648254;SRR2101007
SAMN03648255;SRR2101008
SAMN03648256;SRR2101009
SAMN03648257;SRR2101010
SAMN03648258;SRR2101011
SAMN03648259;SRR2101012
SAMN03648260;SRR2101013
SAMN03648261;SRR2101014
SAMN03648262;SRR2101015
SAMN03648263;SRR2101016
SAMN03648264;SRR2101017
SAMN03648265;SRR2101018
SAMN03648266;SRR2101019
SAMN03648267;SRR2101020
SAMN03648268;SRR2101021
SAMN03648269;SRR2101022
SAMN03648270;SRR2101023
SAMN03648271;SRR2101024
SAMN03648272;SRR2101025
SAMN03648273;SRR2101026
SAMN03648274;SRR2101027
SAMN03648275;SRR2101028
SAMN03648276;SRR2101029
SAMN03648277;SRR2101030
SAMN03648278;SRR2101031
SAMN03648279;SRR2101032
SAMN03648280;SRR2101033
SAMN03648281;SRR2101034
SAMN03648282;SRR2101035
SAMN03648283;SRR2101036
SAMN03648284;SRR2101037
SAMN03648285;SRR2101038
SAMN03648286;SRR2101039
SAMN03648287;SRR2101040
SAMN03648288;SRR2101041
SAMN03648289;SRR2101042
SAMN03648290;SRR2101043
SAMN03648291;SRR2101044
SAMN03648292;SRR2101045
SAMN03648293;SRR2101046
SAMN03648294;SRR2101047
SAMN03648295;SRR2101048
SAMN03648296;SRR2101049
SAMN03648297;SRR2101050
SAMN03648298;SRR2101051
SAMN03648299;SRR2101052
SAMN03648300;SRR2101053
SAMN03648301;SRR2101054
SAMN03648302;SRR2101055
SAMN03648303;SRR2101056
SAMN03648304;SRR2101057
SAMN03648305;SRR2101058
SAMN03648306;SRR2101059
SAMN03648307;SRR2101060
SAMN03648308;SRR2101061
SAMN03648309;SRR2101062
ERS389518;ERR400307
ERS389519;ERR400308
ERS389520;ERR400309
SAMN03648310;SRR2101063
ERS389522;ERR400311
ERS389523;ERR400312
ERS389524;ERR400313
ERS389525;ERR400314
ERS389527;ERR400316
ERS389528;ERR400317
ERS389529;ERR400318
ERS389530;ERR400319
SAMN03648311;SRR2101064
SAMN03648312;SRR2101065
ERS389535;ERR400324
ERS389536;ERR400325
ERS389538;ERR400327
SAMN03648313;SRR2101066
ERS389539;ERR400328
ERS389540;ERR400329
ERS389541;ERR400330
ERS389542;ERR400331
ERS389543;ERR400332
ERS389544;ERR400333
SAMN03648314;SRR2101067
ERS389545;ERR400334
ERS389548;ERR400337
ERS389549;ERR400338
ERS389550;ERR400339
ERS389551;ERR400340
ERS389552;ERR400341
ERS389553;ERR400342
ERS389554;ERR400343
SAMN03648315;SRR2101068
SAMN03648316;SRR2101069
SAMN03648317;SRR2101070
SAMN03648318;SRR2101071
SAMN03648319;SRR2101072
SAMN03648320;SRR2101073
SAMN03648321;SRR2101074
SAMN03648322;SRR2101075
SAMN03648323;SRR2101076
SAMN03648324;SRR2101077
SAMN03648325;SRR2101078
SAMN03648326;SRR2101079
SAMN03648327;SRR2101080
SAMN03648328;SRR2101081
SAMN03648329;SRR2101082
SAMN03648330;SRR2101083
SAMN03648331;SRR2101084
ERS389558;ERR400347
ERS389559;ERR400348
ERS389562;ERR400351
ERS389563;ERR400352
ERS389564;ERR400353
ERS389565;ERR400354
ERS389568;ERR400357
ERS389569;ERR400358
SAMN03648332;SRR2101085
ERS389575;ERR400364
ERS389579;ERR400368
ERS389580;ERR400369
ERS389581;ERR400370
SAMN03648333;SRR2101086
SAMN03648334;SRR2101087
SAMN03648335;SRR2101088
SAMN03648336;SRR2101089
SAMN03648337;SRR2101090
SAMN03648338;SRR2101091
SAMN03648339;SRR2101092
SAMN03648340;SRR2101093
SAMN03648341;SRR2101094
SAMN03648342;SRR2101095
SAMN03648343;SRR2101096
SAMN03648344;SRR2101097
SAMN03648345;SRR2101098
SAMN03648346;SRR2101099
SAMN03648347;SRR2101100
SAMN03648348;SRR2101101
SAMN03648349;SRR2101102
SAMN03648350;SRR2101103
SAMN03648351;SRR2101104
SAMN03648352;SRR2101105
SAMN03648353;SRR2101106
SAMN03648354;SRR2101107
SAMN03648355;SRR2101108
SAMN03648356;SRR2101109
SAMN03648357;SRR2101110
SAMN03648358;SRR2101111
SAMN03648359;SRR2101112
SAMN03648360;SRR2101113
SAMN03648361;SRR2101114
SAMN03648362;SRR2101115
SAMN03648363;SRR2101116
SAMN03648364;SRR2101117
SAMN03648365;SRR2101118
SAMN03648366;SRR2101119
SAMN03648367;SRR2101120
SAMN03648368;SRR2101121
SAMN03648369;SRR2101122
SAMN03648370;SRR2101123
SAMN03648371;SRR2101124
SAMN03648372;SRR2101125
SAMN03648373;SRR2101126
SAMN03648374;SRR2101127
SAMN03648375;SRR2101128
SAMN03648376;SRR2101129
SAMN03648377;SRR2101130
SAMN03648378;SRR2101131
SAMN03648379;SRR2101132
SAMN03648380;SRR2101133
SAMN03648381;SRR2101134
SAMN03648382;SRR2101135
SAMN03648383;SRR2101136
SAMN03648384;SRR2101137
SAMN03648385;SRR2101138
SAMN03648386;SRR2101139
SAMN03648387;SRR2101140
SAMN03648388;SRR2101141
SAMN03648389;SRR2101142
SAMN03648390;SRR2101143
SAMN03648391;SRR2101144
SAMN03648392;SRR2101145
SAMN03648393;SRR2101146
SAMN03648394;SRR2101147
SAMN03648395;SRR2101148
SAMN03648396;SRR2101149
SAMN03648397;SRR2101150
SAMN03648398;SRR2101151
SAMN03648399;SRR2101152
SAMN03648400;SRR2101153
SAMN03648401;SRR2101154
SAMN03648402;SRR2101155
SAMN03648403;SRR2101156
SAMN03648404;SRR2101157
SAMN03648405;SRR2101158
SAMN03648406;SRR2101159
SAMN03648407;SRR2101160
SAMN03648408;SRR2101161
SAMN03648409;SRR2101162
SAMN03648410;SRR2101163
SAMN03648411;SRR2101164
SAMN03648412;SRR2101165
SAMN03648413;SRR2101166
SAMN03648414;SRR2101167
SAMN03648415;SRR2101168
SAMN03648416;SRR2101169
SAMN03648417;SRR2101170
SAMN03648418;SRR2101171
SAMN03648419;SRR2101172
SAMN03648420;SRR2101173
SAMN03648421;SRR2101174
SAMN03648422;SRR2101175
SAMN03648423;SRR2101176
SAMN03648424;SRR2101177
SAMN03648425;SRR2101178
SAMN03648426;SRR2101179
SAMN03648427;SRR2101180
SAMN03648428;SRR2101181
SAMN03648429;SRR2101182
SAMN03648430;SRR2101183
SAMN03648431;SRR2101184
SAMN03648432;SRR2101185
SAMN03648433;SRR2101186
SAMN03648434;SRR2101187
SAMN03648435;SRR2101188
SAMN03648436;SRR2101189
SAMN03648437;SRR2101190
SAMN03648438;SRR2101191
SAMN03648439;SRR2101192
SAMN03648440;SRR2101193
SAMN03648441;SRR2101194
SAMN03648442;SRR2101195
SAMN03648443;SRR2101196
SAMN03648444;SRR2101197
SAMN03648445;SRR2101198
SAMN03648446;SRR2101199
SAMN03648447;SRR2101200
SAMN03648448;SRR2101201
SAMN03648449;SRR2101202
SAMN03648450;SRR2101203
SAMN03648451;SRR2101204
SAMN03648452;SRR2101205
SAMN03648453;SRR2101206
SAMN03648454;SRR2101207
SAMN03648455;SRR2101208
SAMN03648456;SRR2101209
SAMN03648457;SRR2101210
SAMN03648458;SRR2101211
SAMN03648459;SRR2101212
