Run_accession	datePubli	sraID	BioSample	collection_date	geo_loc_name	lat_lon	list_extra	BioProject	title	abstract	ext_link_db	ext_link_id	ext_link_label	strain	isolate	specie	Isolate_accession_number	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin
SRR2100135	2015-07-17 00:02:19	SRA277626	SAMN03647308	missing	missing	missing	[{'isolate': 'C00007338'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007338	Mycobacterium tuberculosis	SAMN03647308	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2467266	2015-09-22 00:00:00	SRA299687	SAMN03647308	missing	missing	missing	[{'isolate': 'C00007338'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007338	Mycobacterium tuberculosis	SAMN03647308	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100136	2015-07-17 00:02:19	SRA277626	SAMN03647309	missing	missing	missing	[{'isolate': 'C00007339'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007339	Mycobacterium tuberculosis	SAMN03647309	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100137	2015-07-17 00:01:49	SRA277626	SAMN03647310	missing	missing	missing	[{'isolate': 'C00007340'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007340	Mycobacterium tuberculosis	SAMN03647310	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100138	2015-07-17 00:02:19	SRA277626	SAMN03647311	missing	missing	missing	[{'isolate': 'C00007341'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007341	Mycobacterium tuberculosis	SAMN03647311	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR072094	2012-04-15 03:40:57	ERA083875	SAMEA1019102				[{'ArrayExpress-Species': 'Mycobacterium tuberculosis'}, {'ArrayExpress-StrainOrLine': 'P000324'}, {'ENA first public': '2012-01-31'}, {'ENA last update': '2018-03-09'}, {'External Id': 'SAMEA1019102'}, {'INSDC center alias': 'SC'}, {'INSDC center name': 'Wellcome Sanger Institute'}, {'INSDC first public': '2012-01-31T11:45:54Z'}, {'INSDC last update': '2018-03-09T09:54:07Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'Bir_481-sc-2011-09-20T16:24:30Z-1279793'}, {'collection date': '2009'}, {'geographic location (country and/or sea)': 'United Kingdom: Midlands'}, {'host health state': 'disease: tuberculosis'}, {'isolation source': 'not known'}, {'pubmed id': '23158499'}, {'sample name': 'Bir_481-sc-2011-09-20T16:24:30Z-1279793'}, {'specific host': 'Homo sapiens'}, {'strain': 'Bir 481'}]	PRJEB2221	Mycobacterium tuberculosis pilot	For further information on this study please see http://www.sanger.ac.uk/resources/downloads/bacteria/mycobacterium.html				Bir 481		Mycobacterium tuberculosis	ERR072094	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
ERR072095	2012-04-15 03:40:57	ERA083875	SAMEA1019137				[{'ArrayExpress-Species': 'Mycobacterium tuberculosis'}, {'ArrayExpress-StrainOrLine': 'P000156'}, {'ENA first public': '2012-01-31'}, {'ENA last update': '2018-03-09'}, {'External Id': 'SAMEA1019137'}, {'INSDC center alias': 'SC'}, {'INSDC center name': 'Wellcome Sanger Institute'}, {'INSDC first public': '2012-01-31T11:45:54Z'}, {'INSDC last update': '2018-03-09T09:54:08Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'Bir_482-sc-2011-09-20T18:53:43Z-1279794'}, {'collection date': '1998'}, {'geographic location (country and/or sea)': 'United Kingdom: Midlands'}, {'host health state': 'disease: tuberculosis'}, {'isolation source': 'not known'}, {'pubmed id': '23158499'}, {'sample name': 'Bir_482-sc-2011-09-20T18:53:43Z-1279794'}, {'specific host': 'Homo sapiens'}, {'strain': 'Bir 482'}]	PRJEB2221	Mycobacterium tuberculosis pilot	For further information on this study please see http://www.sanger.ac.uk/resources/downloads/bacteria/mycobacterium.html				Bir 482		Mycobacterium tuberculosis	ERR072095	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
ERR072096	2012-04-15 03:40:57	ERA083875	SAMEA1019082				[{'ArrayExpress-Species': 'Mycobacterium tuberculosis'}, {'ArrayExpress-StrainOrLine': 'P000325'}, {'ENA first public': '2012-01-31'}, {'ENA last update': '2018-03-09'}, {'External Id': 'SAMEA1019082'}, {'INSDC center alias': 'SC'}, {'INSDC center name': 'Wellcome Sanger Institute'}, {'INSDC first public': '2012-01-31T11:45:54Z'}, {'INSDC last update': '2018-03-09T09:54:17Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'Bir_483-sc-2011-09-20T16:24:31Z-1279795'}, {'collection date': '2006'}, {'geographic location (country and/or sea)': 'United Kingdom: Midlands'}, {'host health state': 'disease: tuberculosis'}, {'isolation source': 'not known'}, {'pubmed id': '23158499'}, {'sample name': 'Bir_483-sc-2011-09-20T16:24:31Z-1279795'}, {'specific host': 'Homo sapiens'}, {'strain': 'Bir 483'}]	PRJEB2221	Mycobacterium tuberculosis pilot	For further information on this study please see http://www.sanger.ac.uk/resources/downloads/bacteria/mycobacterium.html				Bir 483		Mycobacterium tuberculosis	ERR072096	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100139	2015-07-17 00:00:00	SRA277626	SAMN03647312	missing	missing	missing	[{'isolate': 'C00007345'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007345	Mycobacterium tuberculosis	SAMN03647312	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100140	2015-07-17 00:00:00	SRA277626	SAMN03647313	missing	missing	missing	[{'isolate': 'C00007346'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007346	Mycobacterium tuberculosis	SAMN03647313	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100141	2015-07-17 00:02:19	SRA277626	SAMN03647314	missing	missing	missing	[{'isolate': 'C00007349'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007349	Mycobacterium tuberculosis	SAMN03647314	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100142	2015-07-24 09:40:11	SRA277626	SAMN03647315	missing	missing	missing	[{'isolate': 'C00007352'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	308279	PRJNA308279		C00007352	Mycobacterium tuberculosis	SAMN03647315	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2467264	2015-09-22 00:00:00	SRA299687	SAMN03647315	missing	missing	missing	[{'isolate': 'C00007352'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	308279	PRJNA308279		C00007352	Mycobacterium tuberculosis	SAMN03647315	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100143	2015-07-17 00:02:19	SRA277626	SAMN03647316	missing	missing	missing	[{'isolate': 'C00007355'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007355	Mycobacterium tuberculosis	SAMN03647316	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100144	2015-07-23 22:37:28	SRA277626	SAMN03647317	missing	missing	missing	[{'isolate': 'C00007356'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007356	Mycobacterium tuberculosis	SAMN03647317	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
ERR400382	2014-03-12 22:31:49	ERA279215	SAMEA2296953				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2296953'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:22:57Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00007560'}, {'sample name': 'C00007560'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389340	R	R	R	R	R	No result	R	R	S	S	S
ERR400383	2014-03-12 22:31:49	ERA279215	SAMEA2296954				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2296954'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:22:57Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00007565'}, {'sample name': 'C00007565'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389341	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100145	2015-07-23 10:37:14	SRA277626	SAMN03647318	missing	missing	missing	[{'isolate': 'C00007566'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007566	Mycobacterium tuberculosis	SAMN03647318	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100146	2015-07-17 00:02:19	SRA277626	SAMN03647319	missing	missing	missing	[{'isolate': 'C00007569'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007569	Mycobacterium tuberculosis	SAMN03647319	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100147	2015-07-17 00:00:00	SRA277626	SAMN03647320	missing	missing	missing	[{'isolate': 'C00007570'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00007570	Mycobacterium tuberculosis	SAMN03647320	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100148	2015-07-22 14:05:17	SRA277626	SAMN03647321	missing	missing	missing	[{'isolate': 'C00008671'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008671	Mycobacterium tuberculosis	SAMN03647321	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100149	2015-07-22 13:40:24	SRA277626	SAMN03647322	missing	missing	missing	[{'isolate': 'C00008672'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008672	Mycobacterium tuberculosis	SAMN03647322	R	S	S	No result	No result	S	No result	No result	No result	No result	No result
SRR2100150	2015-07-24 02:33:16	SRA277626	SAMN03647323	missing	missing	missing	[{'isolate': 'C00008675'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008675	Mycobacterium tuberculosis	SAMN03647323	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100151	2015-07-23 08:20:15	SRA277626	SAMN03647324	missing	missing	missing	[{'isolate': 'C00008676'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008676	Mycobacterium tuberculosis	SAMN03647324	S	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100152	2015-07-23 06:18:16	SRA277626	SAMN03647325	missing	missing	missing	[{'isolate': 'C00008677'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008677	Mycobacterium tuberculosis	SAMN03647325	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100153	2015-07-17 00:00:00	SRA277626	SAMN03647326	missing	missing	missing	[{'isolate': 'C00008678'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008678	Mycobacterium tuberculosis	SAMN03647326	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100154	2015-07-23 22:37:28	SRA277626	SAMN03647327	missing	missing	missing	[{'isolate': 'C00008679'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008679	Mycobacterium tuberculosis	SAMN03647327	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100155	2015-07-17 00:02:19	SRA277626	SAMN03647328	missing	missing	missing	[{'isolate': 'C00008680'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008680	Mycobacterium tuberculosis	SAMN03647328	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
